Taxonomy ,industry,usecases,xdlink,prototypelink,,,,,,,
11.O,Retail,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail%2FRetail%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail,https://xd.adobe.com/view/59e48050-5bfa-48ac-a8b5-ce384c9476e3-0cb7/?fullscreen,,,,,,,
11.E,Retail,Personalized Push Notifications,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail%2FRetail%20%2D%20Personalized%20Push%20Notifications%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail,https://xd.adobe.com/view/6038056e-6c90-4944-811e-0a1c7554e128-356b/?fullscreen,,,,,,,
11.P,Retail,Prospect Segment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail%2FRetail%20%2D%20Prospect%20Segment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail,https://xd.adobe.com/view/6abeadbf-906b-4087-aab3-bcbab1e804e9-3fed/?fullscreen,,,,,,,
11.H,Retail,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail%2FRetail%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail,https://xd.adobe.com/view/0a7493e1-e594-43c1-b01b-a9ac79006cb8-5f27/?fullscreen,,,,,,,
11.B,Retail,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail%2FRetail%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FRetail,https://xd.adobe.com/view/490c08f8-dcd5-4115-b2c5-4334946ce6c3-1c5f/?fullscreen,,,,,,,
12.K,Public Sector - State,Abandonment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20Abandonment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/78cde876-d421-4d98-b04a-c60e0c98c3d7-2d9e/?fullscreen,,,,,,,
12.M,Public Sector - State,Account Registration,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20Account%20Registration%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/46c337cf-d790-4537-98ca-fc6c85b08db0-1390/?fullscreen,,,,,,,
12.D,Public Sector - State,Call Center,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20Call%20Center%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/8a94006a-b419-42b4-830e-afb263ecd240-dfc7/?fullscreen,,,,,,,
12.G,Public Sector - State,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20E%2Dsignature%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/a4ccf0c0-3a1e-49e7-b5ae-6590f6e47fa0-f19f/?fullscreen,,,,,,,
12.R,Public Sector - State,Orchestrated Communication,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20Orchestrated%20Communication%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/2001d410-a9d2-4c0d-b39f-0c92eaaecc9b-7552/?fullscreen,,,,,,,
12.O,Public Sector - State,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State%2FPublic%20State%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPublic%20State,https://xd.adobe.com/view/f304d525-ef2b-402d-8e68-9a84fb67c5cc-a657/?fullscreen,,,,,,,
13.K,Public Sector - Federal,Abandonment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Abandonment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/ce308a52-8700-448b-a256-45500e44373b-9b63/?fullscreen,,,,,,,
13.M,Public Sector - Federal,Account Registration,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Account%20Registration%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/653da9f7-1823-4b4c-91a8-87ec350988c0-306e/?fullscreen,,,,,,,
13.Q,Public Sector - Federal,Appointment Scheduling,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Appointment%20Scheduling%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/e4b1dc65-5ca9-49d7-bd67-0cb749905e17-b1e2/?fullscreen,,,,,,,
13.G,Public Sector - Federal,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20E%2Dsign%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/d796d7a4-22c6-4edd-ab91-a700eb6f2b89-82c5/?fullscreen,,,,,,,
13.L,Public Sector - Federal,Personalized Chat Bot,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Personalized%20Chatbot%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/7e71d366-4664-4afa-838f-b32f89d66e19-2b22/?fullscreen,,,,,,,
13.O,Public Sector - Federal,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/4d2abe6e-44e2-479c-bc65-09c2687dadd3-1879/?fullscreen,,,,,,,
13.H,Public Sector - Federal,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/002d87b4-f9ad-4a24-a61a-ed18fe3663d5-557e/?fullscreen,,,,,,,
13.A,Public Sector - Federal,Social Site Research,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Social%20Site%20Research%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/117e1fa8-ec29-49d4-9fc3-c3deedc4e622-442d/?fullscreen,,,,,,,
13.B,Public Sector - Federal,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal%2FPub%20Federal%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPub%20Federal,https://xd.adobe.com/view/9038850f-16aa-4c21-911f-652dcc485bd6-c56b/?fullscreen,,,,,,,
14.K,Healthcare - Providers,Abandonment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20Abandonment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/cbbe0a08-a24d-466e-ad70-66792c064f60-9eed/?fullscreen,,,,,,,
14.Q,Healthcare - Providers,Appointment Scheduling,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20Appointment%20Scheduling%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/1334fd6a-c676-45b8-8351-9fdf70b1e922-4667/?fullscreen,,,,,,,
14.G,Healthcare - Providers,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20E%2Dsignature%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/eea5e58f-e3c1-4345-9f69-6c353d2deeaa-bbf6/?fullscreen,,,,,,,
14.O,Healthcare - Providers,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/a39d32ba-bf70-40f3-8ff2-a05887fdaa15-f6ce/?fullscreen,,,,,,,
14.H,Healthcare - Providers,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/78aa081c-6413-4c17-be39-4e0b2db237ea-2df9/?fullscreen,,,,,,,
14.B,Healthcare - Providers,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders%2FProviders%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FProviders,https://xd.adobe.com/view/64952d59-baea-408f-a6d2-2def61051cbd-31c6/?fullscreen,,,,,,,
15.L,Healthcare - Pharmaceuticals,Personalized Chat Bot,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals%2FPharmacueticals%20%2D%20Personalized%20Chatbot%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals,https://xd.adobe.com/view/8dfc9ec4-5f02-4b8d-a443-8381792784f5-d8af/?fullscreen,,,,,,,
15.O,Healthcare - Pharmaceuticals,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals%2FPharmacueticals%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals,https://xd.adobe.com/view/9e4ac6d0-bc49-4151-9f99-54875869a3fd-cb19/?fullscreen,,,,,,,
15.H,Healthcare - Pharmaceuticals,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals%2FPharmacueticals%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals,https://xd.adobe.com/view/6407a2a8-f664-4fa8-8d78-0510bd315a89-3154/?fullscreen,,,,,,,
15.B,Healthcare - Pharmaceuticals,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals%2FPharmacueticals%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPharmacueticals,https://xd.adobe.com/view/793c2fb4-1ce6-4009-a9d2-4c9fdce1865a-2c6f/?fullscreen,,,,,,,
16.K,Healthcare - Payors,Abandonment,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Abandonment%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/799d10b4-f7a4-4e65-b232-3fb84efd64c6-2cce/?fullscreen,,,,,,,
16.M,Healthcare - Payors,Account Registration,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Account%20Registration%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/eaecdd89-e8dc-43f5-9542-dd86b786cf62-bfbf/?fullscreen,,,,,,,
16.D,Healthcare - Payors,Call Center,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Call%20Center%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/ecc83111-5c90-4648-a45b-0bf1d3e24b95-b99b/?fullscreen,,,,,,,
16.N,Healthcare - Payors,Campaign Optimization and Performance ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Campaign%20Optimization%20and%20Performance%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/e0432f2f-1397-4a88-9ab2-41b3771c4829-b510/?fullscreen,,,,,,,
16.G,Healthcare - Payors,E-Sign Documentation ,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20E%2DSign%20Documentation%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/abd1917c-da4f-4757-9738-3cd99e53cac6-fe82/?fullscreen,,,,,,,
16.O,Healthcare - Payors,Personalized Content,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Personalized%20Content%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/8afdcea7-27f9-457d-8a64-96e8e7cd85b7-dfae/?fullscreen,,,,,,,
16.E,Healthcare - Payors,Personalized Push Notifications,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Personalized%20Push%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/2adf4c08-10a2-4949-abca-12d8f910f915-7f8c/?fullscreen,,,,,,,
16.H,Healthcare - Payors,Reminder Email,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Reminder%20Email%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/de24ea72-01f0-4a95-9466-331cec81a53e-8b77/?fullscreen,,,,,,,
16.B,Healthcare - Payors,Targeted Ad,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors%2FPayors%20%2D%20Targeted%20Ad%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FPayors,https://xd.adobe.com/view/9e10f546-6350-45af-bafd-13ce5698e789-cb43/?fullscreen,,,,,,,
17.A,Healthcare - Insurance,Social Site Research,https://adobe.sharepoint.com/sites/DSSGlobalServicesToolsWeeklyDashboard/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance%2FInsurance%20%2D%20Social%20Site%20Research%2Exd&parent=%2Fsites%2FDSSGlobalServicesToolsWeeklyDashboard%2FShared%20Documents%2FDemo%20Strategy%2FProject%20Avengers%2FInsurance,https://xd.adobe.com/view/ce92c920-de32-463d-ae0e-7417aec7b49b-9bc1/?fullscreen,,,,,,,
